,device,gpa,semester,degree,age,sex,stress,coping_1,coping_2,coping_3,coping_4,coping_5,coping_6,coping_7,source_1,source_2,source_3,source_4,source_5,source_6,source_7,source_8,week_1,week_2,week_3,week_4,week_5,week_6,yesterday_1,yesterday_2,yesterday_3,yesterday_4,yesterday_5,yesterday_6,yesterday_typical,enough_1,enough_2,enough_3,enough_4,enough_5,enough_6,survey_time,cast
1329,pc/laptop,,,,,,3.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,6.0,10.0,15.0,15.0,20.0,56.0,0.0,0.0,10.0,2.0,2.0,10.0,2.0,,,,,,,,study
1330,mobile,,2.0,3.0,19.0,2.0,5.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,16.0,40.0,8.0,1.0,2.0,56.0,2.0,6.0,4.5,0.5,2.0,8.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,10.0,study
1331,pc/laptop,2.0,2.0,2.0,24.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,12.0,9.0,0.0,4.0,5.0,56.0,2.0,3.0,0.0,1.0,3.0,8.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,8.0,study
1332,pc/laptop,1.5,2.0,1.0,18.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,20.0,15.0,0.0,2.0,15.0,56.0,2.0,3.0,0.0,0.0,5.0,7.0,3.0,2.0,3.0,,2.0,1.0,1.0,10.0,study
1333,pc/laptop,2.299999952316284,4.0,1.0,21.0,2.0,5.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,12.5,2.0,10.0,10.0,30.0,56.0,6.0,0.0,0.0,2.0,5.0,10.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,10.0,study
1334,pc/laptop,1.399999976158142,4.0,1.0,20.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,9.0,3.0,3.0,7.0,20.0,56.0,1.5,1.5,0.0,2.0,5.0,7.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,10.0,study
1335,pc/laptop,1.2000000476837158,11.0,2.0,26.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,8.0,20.0,20.0,6.0,15.0,56.0,6.0,2.0,0.0,0.0,0.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,10.0,study
1336,pc/laptop,,11.0,4.0,26.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,14.0,12.0,0.0,12.0,,56.0,0.0,2.0,0.0,3.0,5.0,14.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,12.5,study
1337,pc/laptop,1.600000023841858,6.0,1.0,22.0,2.0,5.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,8.0,10.0,4.0,3.0,10.0,56.0,4.0,3.0,0.0,0.5,2.0,7.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,10.0,study
1338,pc/laptop,2.700000047683716,8.0,1.0,23.0,2.0,7.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,16.0,30.0,6.0,3.0,5.0,56.0,4.0,4.0,0.0,0.0,0.0,8.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,5.0,study
1339,pc/laptop,1.7999999523162842,10.0,2.0,24.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,6.0,7.0,20.0,3.0,7.0,56.0,1.5,0.0,3.0,0.0,4.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,work
1340,pc/laptop,,2.0,1.0,20.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,16.0,10.0,15.0,8.0,6.0,56.0,0.0,0.0,0.0,0.0,19.0,5.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,8.0,study
1341,mobile,,6.0,3.0,29.0,1.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,25.0,10.0,8.0,2.0,10.0,56.0,8.0,1.0,3.0,0.0,2.0,8.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,10.0,study
1342,pc/laptop,1.0,8.0,2.0,24.0,1.0,5.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,10.0,12.0,8.0,5.0,5.0,56.0,2.0,5.0,0.0,2.0,0.0,8.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,20.0,study
1343,mobile,,8.0,2.0,,,6.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,14.0,14.0,,6.0,12.0,56.0,,,,,,,1.0,2.0,3.0,1.0,2.0,2.0,2.0,,complex
1344,pc/laptop,2.0,4.0,1.0,19.0,2.0,4.0,4.0,3.0,1.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,14.0,4.0,5.0,2.0,4.0,56.0,2.0,0.0,2.0,1.0,2.0,9.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,study
1345,pc/laptop,,4.0,4.0,21.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,15.0,8.0,3.0,3.0,10.0,56.0,0.0,0.0,0.0,0.5,7.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,study
1346,mobile,2.700000047683716,8.0,1.0,24.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,0.0,5.0,10.0,10.0,10.0,56.0,0.0,0.0,0.0,1.0,7.0,8.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,5.0,work
1347,pc/laptop,,2.0,6.0,19.0,2.0,5.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,17.0,12.0,0.0,4.0,4.0,56.0,5.0,3.0,0.0,1.0,3.0,9.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,10.0,study
1348,pc/laptop,2.0999999046325684,4.0,1.0,20.0,2.0,7.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,,4.0,1.0,2.0,3.0,2.0,2.0,8.0,3.0,8.0,3.0,7.0,56.0,0.0,0.5,0.0,1.0,3.0,7.5,1.0,2.0,1.0,3.0,2.0,1.0,2.0,5.0,study
1349,pc/laptop,2.799999952316284,4.0,1.0,20.0,2.0,5.0,3.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,20.0,35.0,10.0,5.0,6.0,56.0,0.0,7.0,0.0,0.5,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,study
1350,pc/laptop,1.7000000476837158,10.0,1.0,27.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,12.0,11.0,15.0,2.5,16.0,56.0,0.0,0.0,0.0,1.0,8.0,9.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,12.0,study
1351,pc/laptop,2.0,4.0,1.0,21.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,30.0,25.0,0.0,4.0,10.0,56.0,0.0,5.0,0.0,2.0,4.0,9.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,10.0,study
1352,pc/laptop,,,,,,4.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,8.0,10.0,8.0,6.0,12.0,56.0,2.0,2.0,1.0,1.0,3.0,8.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,,study
1353,mobile,,8.0,1.0,24.0,2.0,6.0,2.0,4.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,4.0,4.0,8.0,20.0,10.0,2.0,10.0,56.0,0.0,6.0,0.0,1.0,3.5,8.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,10.0,study
1354,pc/laptop,,14.0,3.0,26.0,2.0,6.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0,3.0,4.0,3.0,4.0,6.5,30.0,0.0,15.0,2.5,56.0,1.5,5.0,0.0,2.0,1.0,8.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,12.0,study
1355,pc/laptop,,2.0,3.0,19.0,1.0,6.0,3.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,23.0,38.0,1.0,9.0,16.0,56.5,0.0,8.0,0.0,2.0,3.0,9.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,study
1356,pc/laptop,1.2999999523162842,2.0,1.0,20.0,2.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,12.0,33.0,0.0,3.0,24.0,57.0,5.0,4.0,0.0,0.5,5.0,8.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,15.0,study
1357,pc/laptop,1.399999976158142,4.0,1.0,20.0,2.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,3.0,4.0,2.0,15.0,3.0,0.0,1.0,25.0,57.0,7.0,1.0,0.0,0.0,1.5,7.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,10.0,study
1358,pc/laptop,1.7000000476837158,12.0,2.0,26.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,2.0,0.0,0.0,30.0,2.0,5.0,57.0,0.0,0.0,8.0,0.5,1.0,8.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,work
1359,mobile,2.299999952316284,2.0,1.0,19.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,18.0,10.0,0.0,3.0,5.0,57.0,3.0,4.0,0.0,1.0,1.0,8.0,,2.0,2.0,1.0,2.0,2.0,2.0,5.0,study
1360,mobile,,2.0,3.0,20.0,2.0,6.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,22.5,10.0,10.0,1.5,3.0,57.0,5.5,2.5,0.0,0.0,0.0,8.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,10.0,study
1361,pc/laptop,,21.0,3.0,29.0,1.0,6.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,4.0,,4.0,4.0,,4.0,,4.0,,35.0,24.0,8.0,,57.0,,1.0,8.0,1.0,,7.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,5.0,complex
1362,mobile,1.600000023841858,2.0,1.0,18.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,22.0,2.5,7.5,6.0,10.0,57.5,0.0,1.0,1.5,1.5,2.5,8.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,15.0,study
1363,mobile,,6.0,3.0,22.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,16.0,16.0,6.0,6.0,66.0,58.0,4.0,2.0,0.0,1.0,9.0,10.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,15.0,study
1364,pc/laptop,,8.0,3.0,23.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,32.0,16.0,0.0,5.0,28.0,58.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,5.0,study
1365,pc/laptop,,16.0,6.0,28.0,2.0,7.0,4.0,4.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,50.0,0.0,6.0,30.0,58.0,0.0,8.0,0.0,0.5,3.0,8.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,10.0,study
1366,mobile,2.0,2.0,1.0,19.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,12.0,10.0,5.0,2.0,14.0,58.0,0.0,0.0,0.0,0.0,5.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,7.0,study
1367,pc/laptop,1.600000023841858,8.0,2.0,24.0,1.0,6.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,13.0,45.0,10.0,4.0,17.0,59.0,4.0,2.0,0.0,0.0,6.0,7.5,2.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,study
1368,mobile,,4.0,4.0,22.0,2.0,6.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,4.0,1.0,4.0,16.0,22.0,25.0,8.0,14.0,59.0,6.0,5.0,6.5,0.5,0.0,6.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,25.0,study
1369,mobile,,7.0,3.0,29.0,2.0,5.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,5.0,3.0,7.5,0.5,2.0,6.0,5.0,2.5,8.0,1.0,0.5,7.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,10.0,study
1370,mobile,,3.0,3.0,21.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,1.0,3.0,20.0,5.0,13.0,0.5,3.0,6.0,2.0,2.0,6.5,0.5,3.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,10.0,study
1371,tablet,,4.0,4.0,20.0,2.0,7.0,2.0,,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,16.0,15.0,0.0,2.0,1.0,6.0,6.0,8.0,0.0,0.0,0.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,study
1372,mobile,,6.0,3.0,21.0,1.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,4.0,6.5,9.0,16.0,4.0,2.0,6.0,0.0,7.0,0.0,1.0,0.0,6.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,10.0,work
1373,pc/laptop,1.2999999523162842,12.0,2.0,28.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,10.0,20.0,3.0,10.0,6.0,0.0,0.0,7.0,1.0,3.0,7.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,7.0,work
1374,mobile,3.4000000953674316,4.0,1.0,20.0,2.0,5.0,1.0,4.0,2.0,2.0,1.0,3.0,,3.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,8.0,7.0,0.0,2.0,2.0,6.0,10.0,1.0,0.0,1.0,0.0,6.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,15.0,study
1375,pc/laptop,,2.0,5.0,26.0,1.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,3.0,3.0,1.0,6.0,8.0,0.0,2.0,2.0,6.0,6.0,8.0,0.0,2.0,2.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,study
1376,pc/laptop,3.0,1.0,2.0,23.0,1.0,6.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,5.0,0.0,3.0,2.0,6.0,0.0,4.0,0.0,3.0,3.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,5.0,study
1377,pc/laptop,1.7000000476837158,8.0,2.0,24.0,2.0,6.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,,3.0,2.0,4.0,3.0,4.0,10.0,2.0,0.0,1.0,3.0,6.0,2.0,5.0,0.0,1.0,3.0,6.5,2.0,3.0,3.0,1.0,2.0,2.0,1.0,7.0,study
1378,mobile,2.9000000953674316,10.0,1.0,24.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0,13.0,2.0,2.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,study
1379,tablet,1.5,10.0,2.0,35.0,1.0,5.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,6.0,3.0,6.0,1.0,2.0,6.0,0.0,1.0,0.0,1.0,10.0,8.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,15.0,study
1380,mobile,,4.0,4.0,20.0,2.0,5.0,3.0,4.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,30.0,10.0,0.0,7.0,7.0,6.0,0.0,4.0,0.0,0.5,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,15.0,study
1381,pc/laptop,1.7000000476837158,6.0,1.0,24.0,2.0,7.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,4.0,6.0,4.0,1.5,2.0,6.5,0.0,9.0,0.0,1.5,4.0,7.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,13.0,study
1382,pc/laptop,,20.0,3.0,31.0,2.0,5.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,12.0,45.0,0.0,4.0,7.0,6.5,0.0,0.0,0.0,0.5,10.0,7.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,10.0,study
1383,mobile,,6.0,3.0,21.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,30.0,10.0,8.0,2.0,10.0,60.0,6.0,2.0,0.0,1.0,2.0,9.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,7.0,study
1384,pc/laptop,2.0,4.0,2.0,25.0,2.0,4.0,3.0,2.0,1.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,20.0,2.0,3.0,60.0,0.0,0.0,3.0,0.5,2.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,work
1385,mobile,,6.0,1.0,21.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.5,5.0,8.0,5.0,10.0,60.0,3.0,0.5,,1.0,2.0,6.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,8.0,study
1386,pc/laptop,1.7999999523162842,13.0,2.0,27.0,,2.0,3.0,1.0,2.0,,4.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,12.0,10.0,15.0,4.0,30.0,60.0,0.0,10.0,0.0,0.0,4.0,10.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,20.0,study
1387,tablet,2.0999999046325684,8.0,2.0,24.0,2.0,5.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,8.0,16.0,20.0,16.0,24.0,60.0,2.0,2.0,9.0,1.0,5.0,7.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,15.0,study
1388,pc/laptop,,2.0,3.0,18.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,20.0,40.0,6.0,5.0,30.0,60.0,0.0,4.0,4.0,0.0,5.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,10.0,study
1389,mobile,,6.0,4.0,21.0,2.0,3.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,18.0,10.0,5.0,5.0,15.0,60.0,2.0,2.0,0.0,0.0,5.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,study
1390,pc/laptop,2.200000047683716,6.0,1.0,22.0,2.0,5.0,3.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,10.0,60.0,6.0,6.0,12.0,60.0,0.0,8.0,0.0,1.0,10.0,5.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,10.0,study
1391,pc/laptop,1.100000023841858,2.0,1.0,20.0,1.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,12.0,12.0,4.0,14.0,20.0,60.0,0.0,3.0,0.0,2.0,6.0,7.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,study
1392,pc/laptop,,10.0,3.0,24.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,25.0,15.0,10.0,7.0,20.0,60.0,0.0,0.0,0.0,2.0,12.0,8.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,60.0,study
1393,pc/laptop,2.200000047683716,8.0,2.0,23.0,2.0,5.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,6.0,16.0,0.0,6.0,20.0,60.0,0.0,4.0,0.0,1.0,4.0,8.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,study
1394,pc/laptop,2.0,5.0,2.0,25.0,1.0,4.0,4.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,20.0,10.0,0.0,2.0,10.0,60.0,4.0,2.0,0.0,0.0,4.0,8.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,study
1395,pc/laptop,,2.0,3.0,26.0,1.0,5.0,4.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,25.0,25.0,0.0,5.0,5.0,60.0,2.0,6.0,0.0,1.0,1.0,7.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,study
1396,pc/laptop,2.0,12.0,1.0,27.0,1.0,6.0,3.0,,,,4.0,,,2.0,1.0,3.0,,1.0,4.0,2.0,4.0,0.0,25.0,15.0,1.0,,60.0,0.0,0.0,0.0,0.0,15.0,9.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,7.0,study
1397,pc/laptop,,11.0,1.0,24.0,1.0,6.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,20.0,10.0,0.0,3.0,10.0,60.0,8.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,study
1398,mobile,,11.0,3.0,25.0,2.0,7.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,10.0,20.0,0.0,10.0,5.0,60.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,study
1399,tablet,1.7000000476837158,11.0,2.0,27.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,4.0,0.0,0.0,30.0,10.0,20.0,60.0,0.0,0.0,0.0,6.0,6.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,work
1400,mobile,,6.0,4.0,21.0,2.0,3.0,3.0,4.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,14.0,10.0,2.0,12.0,60.0,0.0,4.0,0.0,1.0,6.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,10.0,study
1401,pc/laptop,,2.0,4.0,20.0,2.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,11.0,10.0,0.0,5.0,40.0,60.0,3.0,3.0,0.0,0.5,6.0,10.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,study
1402,pc/laptop,1.100000023841858,10.0,2.0,24.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,10.0,8.0,15.0,30.0,60.0,0.0,4.0,3.0,3.0,5.0,8.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,8.0,study
1403,pc/laptop,,6.0,1.0,20.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,30.0,7.0,5.0,5.0,30.0,60.0,7.0,0.0,0.0,1.0,4.0,8.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0,study
1404,pc/laptop,1.5,12.0,2.0,28.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,20.0,10.0,16.0,4.0,10.0,60.0,4.0,1.0,0.0,1.0,5.0,7.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0,study
1405,pc/laptop,1.5,8.0,1.0,24.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,0.0,35.0,15.0,4.0,2.0,60.0,0.0,2.0,0.0,0.5,5.0,9.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,5.0,study
1406,pc/laptop,2.0,10.0,2.0,27.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,40.0,0.0,5.0,60.0,60.0,0.0,8.0,0.0,1.0,2.0,8.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,5.0,study
1407,pc/laptop,,,,,,5.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,10.0,40.0,10.0,2.0,10.0,60.0,,,,,,,,,,,,,,,study
1408,pc/laptop,1.350000023841858,8.0,1.0,21.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,12.0,4.0,2.0,4.0,16.0,60.0,2.0,2.0,0.0,1.0,3.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,15.0,study
